,0
474,36096230
475,36879001
476,20073596
477,24070110
478,19827534
479,1837048
480,29739872
481,1635960
482,28294510
483,5262213
484,26718368
485,10970221
486,27436234
487,31766740
488,4980186
489,6157433
490,27366556
491,24347152
492,3247600
493,2630793
494,30272415
495,955189
496,26886780
497,33982555
498,2893694
499,36703355
500,24106222
501,31041285
502,27717895
503,28516321
504,19529432
505,1501622
506,20637728
507,6366665
508,22916477
509,26160664
510,16617533
511,17901777
512,2697623
513,19001952
514,9694670
515,20007367
516,5548136
517,4883670
518,8052161
519,19255092
520,30921297
521,10115807
522,36109423
523,25944604
524,14661384
525,12701096
526,9193490
527,2117158
528,3688600
529,29531827
530,24603938
531,18240060
532,37151141
533,29613046
534,25014380
535,34925156
536,32141376
537,28572712
538,36081677
539,26032350
540,30469644
541,20113301
542,29634059
543,23643567
544,28485628
545,26173629
546,34018745
547,37400005
548,35742028
549,2999419
550,29230294
551,33935345
552,25147731
553,1440367
554,11862123
555,32284407
556,27697882
557,31227310
558,4575292
559,19673896
560,32704199
561,6752860
562,36149315
563,3051033
564,9021202
565,22293673
566,24705143
567,19303157
568,27301076
569,10837458
570,27326995
571,13167441
572,28298056
573,34041521
574,29815245
575,36687668
576,8431443
577,15612442
578,31165023
579,10183534
580,18541321
581,2568524
582,19490206
583,34724237
584,13611095
585,33517392
586,6576355
587,29880948
588,21718451
589,30894672
590,28098170
591,21297107
592,5834398
593,33121336
594,8047293
595,37516528
596,31230185
597,18912251
598,14459637
599,5431201
600,14852975
601,2615610
602,6899161
603,17375856
604,17854187
605,11230173
606,29439354
607,3718116
608,554962
609,35550283
610,35623734
611,8359816
612,36116475
613,13453505
614,32694643
615,8619874
616,6702226
617,17091959
618,15245417
619,30233034
620,32565186
621,36083950
622,4501095
623,33469757
624,24461290
625,16627862
626,24843488
627,3743015
628,34713400
629,24418049
630,22774585
631,1811894
632,36802299
633,30793019
634,16563717
635,25526414
636,32834739
637,33974543
638,12067282
639,27386896
640,31660250
641,23565548
642,17262256
643,795032
644,17447361
645,21833609
646,26464751
647,27796219
648,34365818
649,28593041
650,36877232
651,16023513
652,35370877
653,12218286
654,1144865
655,6716204
656,29491231
657,18357600
658,31218073
659,3491547
660,32331712
661,35166451
662,16576943
663,12578087
664,2866899
665,30346952
666,9632201
667,7003039
668,7085903
669,27969745
670,35197666
671,8270662
672,23672460
673,2835439
674,21198659
675,14592097
676,35742173
677,21905490
678,5353129
679,15003137
680,18800162
681,4848910
682,28218214
683,13175437
684,13392189
685,8083323
686,30200239
687,3631293
688,31357903
689,31435056
690,12776591
691,21746831
692,30320388
693,14562774
694,23672482
695,5024198
696,22839349
697,14156026
698,7939222
699,18254730
700,22726152
701,7873804
702,7965892
703,26604762
704,22043332
705,3671403
706,19210660
707,32438488
708,1743323
709,23757828
710,20920454
711,20864001
712,7460788
713,30565918
714,36694798
715,7846480
716,30866865
717,8567175
718,11591646
719,22246486
720,7905772
721,5429181
722,25901475
723,21534665
724,4652288
725,31078754
726,14333058
727,7216977
728,11509531
729,1459149
730,8047063
731,302971
732,33948191
733,33819259
734,36719020
735,19824133
736,3978915
737,21799334
738,25449513
739,27237707
740,19749159
741,25606638
742,20908334
743,28612463
744,5499313
745,20923641
746,19349238
747,34200152
748,31253158
749,28506989
750,20404932
751,23257770
752,6787001
753,14614768
754,28015466
755,9557349
756,36144498
757,14344861
758,4058066
759,6364047
760,8227186
761,4922080
762,14565922
763,9256418
764,15083778
765,16340038
766,23118216
767,13205169
768,3568262
769,7855331
770,7486678
771,13977026
772,11060183
773,7564070
774,23206700
775,20582480
776,27475539
777,24715426
778,13486972
779,14719183
780,16119107
781,15369197
782,21674896
783,34361602
784,20412017
785,18460814
786,17013266
787,15953259
788,20893292
789,5000664
790,12896557
791,381123
792,19648438
793,1419947
794,24194276
795,30630507
796,24675747
797,19842290
798,9882596
799,6992155
800,17842539
801,20321592
802,294556
803,23904595
804,26386241
805,6580631
806,11595917
807,18135814
808,16769380
809,31889666
810,30639897
811,24099450
812,23776865
813,2029376
814,8529618
815,28291717
816,9766515
817,1668307
818,3760967
819,29289000
820,29462083
821,28162558
822,36201303
823,11261450
824,35616546
825,37413046
826,29169227
827,4834808
828,16401348
829,12772316
830,20795891
831,12081207
832,34541210
833,4106177
834,23348360
835,36312062
836,12288929
837,32888825
838,21889226
839,34061078
840,20494905
841,29471099
842,12098637
843,13512006
844,29780645
845,32999442
846,31104433
847,18317190
848,30970560
849,34560151
850,9736372
851,5417931
852,1733752
853,21140759
854,26061223
855,37014357
856,23288172
857,26857488
858,5049467
859,12259447
860,26624029
861,3673968
862,7143881
863,20070044
864,18181258
865,3433107
866,25547834
867,31375700
868,461548
869,26610739
870,836525
871,17505259
872,6580145
873,31545552
874,4979085
875,27018038
876,25467293
877,11051877
878,9887540
879,11828502
880,4805793
881,13254977
882,24351541
883,2326992
884,1621601
885,17757206
886,2134371
887,12307909
888,14055458
889,34995058
890,17024879
891,33505071
892,30110144
893,21364489
894,3306222
895,25464234
896,29241515
897,1942335
898,13164374
899,18907998
900,13553292
901,16234587
902,15667695
903,13073100
904,31148400
905,3523992
906,1056891
907,32913033
908,5170161
909,5313273
910,25338880
911,719618
912,6037246
913,26158888
914,20775559
915,15280944
916,21814642
917,23574366
918,2744604
919,28298302
920,36920977
921,28243727
922,8027656
923,13266569
924,12440213
925,28481917
926,13329632
927,20394492
928,29981273
929,7663521
930,21181793
931,30729495
932,5429189
933,2455402
934,5871369
935,2335971
936,18376843
937,7707663
938,26344286
939,28194364
940,587799
941,35877176
942,37495777
943,20192134
944,32895570
945,26288577
946,15332086
947,26939283
948,9923012
949,22201848
950,9480672
951,2089638
952,7589254
953,5346329
954,27105842
955,36451756
956,15636357
957,25399254
958,2894584
959,11422508
960,21631493
961,28952106
962,7602026
963,6029205
964,11696169
965,21883325
966,11629828
967,14740680
968,29312233
969,16049049
970,3410619
971,10463380
972,34356678
973,6833196
974,1218354
975,2110158
976,10508106
977,24700042
978,9455161
979,32432648
980,35232037
981,11482812
982,12644483
983,26433346
984,36914650
985,8709837
986,3616912
987,8208456
988,23393829
989,15955848
990,8136272
991,26430426
992,11118563
993,24999378
994,34254343
995,16849032
996,19749278
997,26010423
998,28810766
999,12527618
1000,28924451
1001,14262000
1002,3818080
1003,28864354
1004,34304004
1005,36678877
1006,33188055
1007,15771877
1008,4518299
1009,14578389
1010,26205388
1011,30099887
1012,27477086
1013,19038280
1014,9507532
1015,15571730
1016,25211220
1017,8236404
1018,23353985
1019,11818799
1020,29559578
1021,11380656
1022,17244455
1023,9358650
1024,24472374
1025,6447861
1026,35546503
1027,28521264
1028,20901059
1029,18434444
1030,6934285
1031,12656198
1032,13128151
1033,26064020
1034,16184704
1035,17360474
1036,36881700
1037,22852003
1038,30886378
1039,25910337
1040,11646245
1041,10890926
1042,11886687
1043,34676433
1044,11657117
1045,30648841
1046,5573998
1047,23829560
1048,10992724
1049,16062509
1050,3071600
1051,36223718
1052,26837083
1053,4962357
1054,15012067
1055,5863292
1056,29210125
1057,9166775
1058,15310652
1059,7389876
1060,20448281
1061,26346987
1062,19744066
1063,34203361
1064,16710213
1065,8319466
1066,35240378
1067,194075
1068,26087895
1069,7664521
1070,36294577
1071,35974196
1072,23318838
1073,24438451
1074,15104174
1075,22104383
1076,18943334
1077,34153072
1078,33024775
1079,34426450
1080,4905338
1081,35313016
1082,16101885
1083,32403133
1084,24813434
1085,19653832
1086,29750728
1087,25213940
1088,24526030
1089,33619457
1090,15153430
1091,13585710
1092,30161641
1093,6869624
1094,30572074
1095,20612297
1096,37582057
1097,27901913
1098,11941440
1099,28084818
1100,34950251
1101,20778490
1102,1282649
1103,26961104
1104,29520669
1105,225650
1106,31710882
1107,14867955
1108,22854674
1109,18931538
1110,2305332
1111,24332460
1112,14884239
1113,5626370
1114,36198289
1115,6522222
1116,23607534
1117,18468272
1118,11464331
1119,27590673
1120,14473768
1121,15842053
1122,22986785
1123,9081478
1124,6227309
1125,20436396
1126,10658025
1127,22747902
1128,16702875
1129,17765837
1130,31943394
1131,24138499
1132,15246726
1133,23844185
1134,6473920
1135,18008952
1136,24225253
1137,19878867
1138,16067174
1139,31623647
1140,10324391
1141,37585489
1142,31210236
1143,27810467
1144,25741953
1145,35642461
1146,6808685
1147,17463079
1148,4022910
1149,13702131
1150,34232741
1151,23214963
1152,33686332
1153,19773542
1154,5861448
1155,15268039
1156,5524031
1157,22346773
1158,3791963
1159,24457015
1160,7571541
1161,28789392
1162,10990707
1163,1568652
1164,9528172
1165,31222876
1166,11851515
1167,16315579
1168,34329842
1169,33514365
1170,28032853
1171,21057234
1172,7015886
1173,35096189
1174,28985951
1175,2294854
1176,25335664
1177,15065926
1178,2996645
1179,23654201
1180,34702718
1181,19593437
1182,36224429
1183,25375210
1184,23103119
1185,31308354
1186,25451253
1187,1912020
1188,27413287
1189,21484361
1190,14166818
1191,21166736
1192,17896941
1193,20685803
1194,31146404
1195,491856
1196,462432
1197,35638325
1198,17388730
1199,14645353
1200,3424301
1201,13025659
1202,2882075
1203,27247182
1204,9228668
1205,14807729
1206,22358648
1207,10028696
1208,15930028
1209,24681951
1210,6122632
1211,4850406
1212,34536894
1213,7106703
1214,34568367
1215,23686425
1216,3238657
1217,19984244
1218,23581077
1219,13837911
1220,26895349
1221,336197
1222,22530485
1223,14231268
1224,27995705
1225,12483006
1226,18313368
1227,18284328
1228,27258805
1229,26287294
1230,10496037
1231,21139228
1232,22562141
1233,34396442
1234,4506166
1235,23846190
1236,14542854
1237,12693910
1238,10206751
1239,6665069
1240,34683735
1241,14663472
1242,307032
1243,10046822
1244,1921964
1245,24651221
1246,24124014
1247,18118394
1248,2730201
1249,21434977
1250,4767261
1251,13830933
1252,15974200
1253,6402470
1254,10713814
1255,17296191
1256,14219696
1257,22183091
1258,13333635
1259,17019714
1260,16614887
1261,27297835
1262,3153182
1263,36802832
1264,22452138
1265,34370621
1266,11567754
1267,11608884
1268,17440331
1269,1360999
1270,6363758
1271,5394148
1272,24606808
1273,6309588
1274,22142605
1275,24018654
1276,24822764
1277,14707387
1278,12774005
1279,9540474
1280,34334320
1281,6255013
1282,24913734
1283,7809575
1284,10127952
1285,24791795
1286,8611390
1287,35406164
1288,14269316
1289,7187266
1290,275556
1291,23695956
1292,26243624
1293,9580580
1294,27718139
1295,21642969
1296,3804768
1297,3536387
1298,2080347
1299,26956954
1300,24124608
1301,2721239
1302,17391926
1303,17424460
1304,7506403
1305,2993312
1306,11061944
1307,21445837
1308,9723371
1309,13554846
1310,12716242
1311,14396611
1312,19294831
1313,2643319
1314,14280192
1315,25946480
1316,8681685
1317,27534562
1318,23029537
1319,34198628
1320,3562113
1321,12487976
1322,18918600
1323,37250537
1324,30876079
1325,12941084
1326,2663592
1327,35213340
1328,26866487
1329,23126649
1330,16673735
1331,21997631
1332,36905467
1333,9630174
1334,20288702
1335,35932330
1336,19443978
1337,29235670
1338,10170620
1339,13658016
1340,2939654
1341,17536964
1342,19976991
1343,34450360
1344,35571645
1345,16671913
1346,30898506
1347,34680697
1348,10352244
1349,33621817
1350,17923480
1351,17473181
1352,32403933
1353,36745642
1354,11163448
1355,15692654
1356,37206336
1357,33254765
1358,35248832
1359,22704860
1360,18403296
1361,2807621
1362,66266
1363,10368430
1364,11717898
1365,15216086
1366,30995410
1367,27967541
1368,5443427
1369,35268356
1370,37500031
1371,35866723
1372,2626456
1373,25791759
1374,36651486
1375,21862251
1376,35404298
1377,35038167
1378,3687749
1379,385046
1380,32819087
1381,9306745
1382,6484084
1383,21862099
1384,24546542
1385,35499358
1386,17448066
1387,24281809
1388,26447049
1389,2007848
1390,8513219
1391,34188078
1392,21445379
1393,12763710
1394,28590693
1395,32971876
1396,35250431
1397,29059486
1398,24223000
1399,11220053
1400,29913321
1401,12799715
1402,56308
1403,10426139
1404,14223182
1405,1699182
1406,23923692
1407,11054578
1408,1215189
1409,17790175
1410,10754309
1411,26937312
1412,8786634
1413,23390367
1414,1558701
1415,19701628
1416,20292369
1417,36804606
1418,22697534
1419,22299439
1420,16227745
1421,10162431
1422,17764572
1423,36098302
1424,27037348
1425,12591873
1426,1917299
1427,30165590
1428,4342201
1429,22813108
1430,29500226
1431,33283483
1432,15780664
1433,20141387
1434,6351481
1435,3661032
1436,35082779
1437,2257754
1438,33620722
1439,31770503
1440,4765431
1441,4361895
1442,34408601
1443,12399115
1444,5704788
1445,9102111
1446,30747771
1447,20435866
1448,8735431
1449,18425813
1450,27548250
1451,3240989
1452,20063262
1453,7766
1454,32289972
1455,22688790
1456,24449963
1457,22914443
1458,7819253
1459,34093076
1460,4352080
1461,17926914
1462,33509252
1463,8144237
1464,35013999
1465,2450895
1466,17059690
1467,15055833
1468,5455347
1469,19868177
1470,4114097
1471,26178995
1472,11102294
1473,10775265
1474,36005754
1475,12591514
1476,3632037
1477,28190620
1478,11873689
1479,21644665
1480,36899892
1481,19473823
1482,33171831
1483,17434252
1484,23505456
1485,24805152
1486,20431387
1487,10041154
1488,13287399
1489,9310
1490,8217488
1491,24252724
1492,21105712
1493,3214312
1494,37012856
1495,17396153
1496,18018056
1497,17837897
1498,30851001
1499,4026558
1500,32208762
1501,8751278
1502,18030187
1503,33771535
1504,3340632
1505,5614227
1506,15212224
1507,10620591
1508,21136752
1509,6512392
1510,32632897
1511,11404708
1512,9651851
1513,13852778
1514,19035479
1515,15974741
1516,13228863
1517,16421811
1518,20230609
1519,15072802
1520,8875298
1521,10571161
1522,27834200
1523,3917958
1524,35313224
1525,24966148
1526,19712969
1527,4988595
1528,29245060
1529,23855605
1530,5757253
1531,30191169
1532,21972326
1533,11027011
1534,17889600
1535,4589396
1536,20889452
1537,16226254
1538,27641618
1539,25633026
1540,10733154
1541,14965941
1542,30183172
1543,14981902
1544,8260610
1545,32078841
1546,3067102
1547,35106258
1548,31357844
1549,9501357
1550,8639482
1551,18148829
1552,21504371
1553,19432471
1554,30728139
1555,26075932
1556,30425920
1557,26953549
1558,32885774
1559,19071769
1560,14912786
1561,21425149
1562,26660600
1563,28199912
1564,8048635
1565,17308922
1566,7573084
1567,14444309
1568,28765957
1569,3556772
1570,28061939
1571,3481746
1572,22521051
1573,18072863
1574,29931633
1575,3476865
1576,37236282
1577,28810159
1578,6457454
1579,14820862
1580,36476641
1581,34139331
1582,13512265
1583,31186722
1584,19224289
1585,1042689
1586,24015274
1587,26985762
1588,18272002
1589,35781084
1590,9135460
1591,33223054
1592,33420389
1593,27118140
1594,3809111
1595,34795232
1596,11377209
1597,20948051
1598,31605456
1599,3086676
1600,12601061
1601,3434386
1602,26302207
1603,9119040
1604,35442211
1605,22528118
1606,33552615
1607,6422893
1608,21570868
1609,10746940
1610,37375477
1611,24425704
1612,35664588
1613,29383245
1614,26072536
1615,2196425
1616,37637074
1617,16555462
1618,35600516
1619,8162123
1620,2431753
1621,19642280
1622,5039344
1623,21476295
1624,29223542
1625,22717359
1626,28765753
1627,31818999
1628,27395726
1629,2438911
1630,18110482
1631,4525094
1632,32682007
1633,35920467
1634,34678519
1635,5050898
1636,24643895
1637,31361965
1638,36545491
1639,22957054
1640,16677145
1641,35805761
1642,15992119
1643,26812747
1644,21568675
1645,19480182
1646,10764089
1647,9270531
1648,15738098
1649,14623408
1650,9643192
1651,7854301
1652,7770328
1653,15185566
1654,9998613
1655,28663398
1656,26117524
1657,20978050
1658,10970866
1659,15229144
1660,33170364
1661,31351453
1662,16489864
1663,6159549
1664,5997603
1665,2690802
1666,24911063
1667,30631373
1668,12515188
1669,21423712
1670,33677695
1671,4769516
1672,28985347
1673,13748790
1674,12459989
1675,4386168
1676,9582148
1677,36359803
1678,36188588
1679,32631192
1680,37365771
1681,36138521
1682,37663903
1683,32030162
1684,20808353
1685,31006028
1686,2667351
1687,33812651
1688,7933515
1689,8593156
1690,36277787
1691,30603834
1692,19819644
1693,24646887
1694,23900862
1695,19422605
1696,26639866
1697,6022028
1698,24436481
1699,36850348
1700,9689045
1701,11252119
1702,31763357
1703,37003897
1704,14986592
1705,28086431
1706,21034764
1707,11087045
1708,883291
1709,22441638
1710,24188143
1711,33191345
1712,584297
1713,26479515
1714,17168359
1715,26390083
1716,29333822
1717,2527735
1718,23176680
1719,17907544
1720,2079446
1721,33914944
1722,12603066
1723,36155392
1724,13235533
1725,16802854
1726,33282437
1727,31046390
1728,46599
1729,23779994
1730,33712887
1731,14104995
1732,8601664
1733,14761217
1734,7240870
1735,13472120
1736,32698913
1737,31426989
1738,25013925
1739,25319963
1740,23946403
1741,22892319
1742,28855198
1743,35910770
1744,9718662
1745,30148596
1746,29200512
1747,34078560
1748,26885694
1749,3786197
1750,26759727
1751,20046468
1752,18747507
1753,151909
1754,25676587
1755,19140243
1756,12338516
1757,28970494
1758,15070455
1759,11335020
1760,36015635
1761,2039377
1762,1731003
1763,25569756
1764,7715730
1765,10380569
1766,35786140
1767,10150272
1768,18060090
1769,26689707
1770,22688941
1771,5877430
1772,6585768
1773,7173033
1774,14053034
1775,1203917
1776,31374572
1777,6727290
1778,15927977
1779,17899709
1780,10881277
1781,33097444
1782,22348899
1783,5455237
1784,1999084
1785,34223489
1786,17622278
1787,19863001
1788,21247790
1789,3734289
1790,33080144
1791,23539494
1792,20473840
1793,16188763
1794,5709195
1795,5899226
1796,5267542
1797,26664550
1798,11602674
1799,581783
1800,110390
1801,37249469
1802,19741520
1803,33632859
1804,3600649
1805,11622531
1806,23218759
1807,22795206
1808,34719004
1809,26274750
1810,36566354
1811,8333309
1812,25715927
1813,1352400
1814,31848808
1815,3679098
1816,13223760
1817,19157301
1818,28070877
1819,735508
1820,17865875
1821,34301207
1822,35864284
1823,840818
1824,5737364
1825,36745806
1826,26391896
1827,619606
1828,10765230
1829,13512539
1830,26624442
1831,33168646
1832,6742905
1833,30789792
1834,15518249
1835,8762382
1836,30667856
1837,30395065
1838,26519291
1839,25674644
1840,5260769
1841,19584016
1842,11344507
1843,15147310
1844,29840313
1845,17078915
1846,9404663
1847,27291397
1848,17381059
1849,6034557
1850,8654015
1851,19115545
1852,31063189
1853,12994280
1854,36847404
1855,2221996
1856,16992633
1857,11765491
1858,26796927
1859,12842300
1860,3852948
1861,2653446
1862,11390534
1863,2936898
1864,33031879
1865,32799708
1866,34161341
1867,5620732
1868,22461053
1869,5903463
1870,14413938
1871,4416310
1872,12282609
1873,7578035
1874,33150289
1875,29684067
1876,16556821
1877,1597079
1878,30724129
1879,20738010
1880,9626478
1881,2376934
1882,19709511
1883,2100369
1884,14044183
1885,7014329
1886,15241920
1887,24521138
1888,18579398
1889,3179153
1890,1214358
1891,18700848
1892,37239918
1893,23048501
1894,28669644
1895,22851073
1896,20851113
1897,34861496
1898,3027307
1899,6804119
1900,22231009
1901,30607831
1902,33558818
1903,30303456
1904,11653046
1905,34324443
1906,42594
1907,17140790
1908,2604932
1909,6517791
1910,18373844
1911,30477240
1912,17823433
1913,33614004
1914,26980752
1915,20557176
1916,26185573
1917,27463844
1918,37073880
1919,3537289
1920,9963837
1921,7454829
1922,9594675
1923,31651620
1924,23202167
1925,35208651
1926,22615833
1927,10249691
1928,18831136
1929,12553444
1930,35028450
1931,26790905
1932,3967852
1933,17961892
1934,7032875
1935,30859830
1936,508267
1937,11257334
1938,23350407
1939,26580416
1940,22640256
1941,32980580
1942,36120985
1943,1075233
1944,12940094
1945,37281354
1946,25749848
1947,28255103
1948,2658259
1949,12677616
1950,182967
1951,18672993
1952,25340436
1953,27033888
1954,27407008
1955,32161935
1956,26068569
1957,32929748
1958,3394523
1959,35100812
1960,13441897
1961,35815173
1962,10141953
1963,10395772
1964,35747431
1965,36023951
1966,22667504
1967,35347752
1968,4082587
1969,24666185
1970,2608825
1971,1831840
1972,1422145
1973,7820083
1974,28932130
1975,12588715
1976,21301594
1977,5685917
1978,26757746
1979,33609077
1980,14329498
1981,5369122
1982,27634365
1983,23031045
1984,37440751
1985,36997062
1986,1765143
1987,9512526
1988,48717
1989,10703933
1990,19393270
1991,3886860
1992,14074281
1993,27471339
1994,31641565
1995,9250354
1996,33697424
1997,36319427
1998,29800827
1999,12423934
2000,8558492
2001,37099590
