,0
1049,14175832
1050,17536465
1051,16581596
1052,33348948
1053,9985369
1054,18832734
1055,35466409
1056,6300943
1057,25861436
1058,2225403
1059,18349796
1060,22910087
1061,6912055
1062,18715783
1063,16252204
1064,4098631
1065,28580028
1066,22523162
1067,8197782
1068,36480168
1069,13476066
1070,6948493
1071,17250731
1072,37185122
1073,3398619
1074,32241253
1075,19286747
1076,7413886
1077,26301633
1078,24923813
1079,422031
1080,4991973
1081,8884036
1082,34209672
1083,26195806
1084,15563550
1085,31457647
1086,8538502
1087,28924339
1088,14508034
1089,3478811
1090,95376
1091,14359867
1092,37316355
1093,21538376
1094,1144356
1095,5336672
1096,17876569
1097,3895552
1098,4227135
1099,29324787
1100,23489426
1101,29724865
1102,3850640
1103,10603837
1104,10124067
1105,34638471
1106,16402811
1107,341350
1108,21827229
1109,21631
1110,7621639
1111,1887105
1112,13243801
1113,11496375
1114,36919633
1115,5723206
1116,3229078
1117,7734794
1118,25305810
1119,3353547
1120,37278713
1121,6834565
1122,36830359
1123,23851501
1124,28325131
1125,19947653
1126,15811536
1127,17359501
1128,12493399
1129,20060365
1130,620764
1131,30514795
1132,1567029
1133,27353651
1134,21720911
1135,26136888
1136,21603641
1137,28779396
1138,24445776
1139,10952161
1140,34212614
1141,613298
1142,9528159
1143,19751382
1144,32914203
1145,6021252
1146,13899755
1147,32961414
1148,25457847
1149,35617004
1150,31767943
1151,30225502
1152,4015188
1153,25941477
1154,9103989
1155,14921958
1156,23546091
1157,29663972
1158,32612193
1159,36411050
1160,177631
1161,12292962
1162,29970269
1163,34630510
1164,32495812
1165,6454224
1166,23670460
1167,25341969
1168,36293686
1169,15059367
1170,11404892
1171,18692396
1172,33951319
1173,37307067
1174,1385941
1175,4464670
1176,29116952
1177,1673754
1178,36056682
1179,2545454
1180,25835867
1181,18860037
1182,13260993
1183,13989250
1184,16646629
1185,27902031
1186,17654941
1187,820017
1188,19253226
1189,31600891
1190,29479435
1191,14266974
1192,1346217
1193,25952841
1194,5808751
1195,16241874
1196,35760145
1197,17425265
1198,23295082
1199,4767351
1200,13061633
1201,2440257
1202,20600448
1203,28728733
1204,27776943
1205,24918571
1206,25198115
1207,990845
1208,29735637
1209,21124260
1210,11424624
1211,10208738
1212,7482958
1213,28260932
1214,5453877
1215,4576803
1216,5621421
1217,5759752
1218,14180560
1219,9650101
1220,22939142
1221,15492018
1222,34034049
1223,14986162
1224,2395947
1225,22183212
1226,34440017
1227,12763359
1228,15448610
1229,12158469
1230,13501105
1231,2255222
1232,36086376
1233,18245913
1234,11530849
1235,21766752
1236,25650302
1237,17661227
1238,4439851
1239,17820159
1240,28886282
1241,5337823
1242,21633796
1243,9277249
1244,20901963
1245,35509275
1246,35420963
1247,17586398
1248,30067605
1249,23291620
1250,11679437
1251,15376867
1252,5713295
1253,33710506
1254,8185794
1255,14990104
1256,19026884
1257,18335036
1258,37548795
1259,6108268
1260,35427063
1261,9224677
1262,14065384
1263,13185296
1264,13603917
1265,14627194
1266,7782675
1267,3218062
1268,36062203
1269,13346868
1270,6999232
1271,3506251
1272,13968897
1273,33283231
1274,23801091
1275,15431983
1276,12871874
1277,7119128
1278,32621321
1279,14544391
1280,9097964
1281,16809091
1282,6023560
1283,12626241
1284,31268794
1285,16977032
1286,14982701
1287,12123527
1288,36022780
1289,37148351
1290,13060818
1291,21893556
1292,30307879
1293,34854779
1294,3337974
1295,24687800
1296,13146757
1297,22615277
1298,32504765
1299,35019307
1300,13949621
1301,17760043
1302,24883211
1303,7487450
1304,25901195
1305,18199980
1306,30564163
1307,33517549
1308,17152551
1309,1700618
1310,33847752
1311,35523947
1312,32672710
1313,11458993
1314,27093943
1315,25784815
1316,22390571
1317,22743873
1318,35791615
1319,33425302
1320,11736581
1321,4782179
1322,36643121
1323,32928855
1324,32848077
1325,15695437
1326,27967716
1327,19065505
1328,11170256
1329,29017428
1330,2133635
1331,9676848
1332,1372445
1333,7271504
1334,5503779
1335,13133712
1336,27068831
1337,6168026
1338,15910705
1339,17021155
1340,24338383
1341,29994146
1342,21886443
1343,181641
1344,26624694
1345,33507383
1346,22567258
1347,36895672
1348,9151915
1349,1085106
1350,10168102
1351,19660051
1352,18475040
1353,15968439
1354,19520210
1355,18907626
1356,37204913
1357,26929688
1358,2360502
1359,10376203
1360,12361299
1361,120852
1362,26805264
1363,24726252
1364,32655790
1365,12998636
1366,19601249
1367,29393556
1368,20960780
1369,19848099
1370,7160218
1371,21477324
1372,25422396
1373,31031931
1374,17525435
1375,7977631
1376,15588762
1377,20666396
1378,34082913
1379,11078221
1380,5303169
1381,35484253
1382,27699102
1383,11708638
1384,8528703
1385,20388387
1386,18055740
1387,22022682
1388,32347883
1389,35146452
1390,28458304
1391,25011736
1392,4748943
1393,32421955
1394,15420801
1395,32494043
1396,36229823
1397,19631681
1398,16971190
1399,1063829
1400,23950367
1401,7966152
1402,2724889
1403,23499978
1404,16045807
1405,12687997
1406,30116375
1407,12689706
1408,27382885
1409,37322064
1410,1308413
1411,1643115
1412,22601418
1413,35078358
1414,24113377
1415,2249414
1416,25974083
1417,15825181
1418,23534573
1419,36091423
1420,5620337
1421,11905144
1422,22683143
1423,37602640
1424,6613686
1425,35468927
1426,6123560
1427,26734561
1428,13345
1429,23687289
1430,19430677
1431,3622818
1432,10311501
1433,4159179
1434,5096136
1435,1132138
1436,29397941
1437,35410388
1438,21374336
1439,31675306
1440,3201987
1441,15319536
1442,22075741
1443,33373218
1444,19381608
1445,3278159
1446,20214034
1447,14613612
1448,30671888
1449,25912129
1450,17605437
1451,684215
1452,32159019
1453,30109885
1454,3507185
1455,34306834
1456,36510466
1457,31637701
1458,22616260
1459,14100709
1460,7353743
1461,20488492
1462,8965369
1463,22889778
1464,24380052
1465,18769890
1466,32049641
1467,27182325
1468,862490
1469,6436028
1470,16553817
1471,709675
1472,22850215
1473,22779466
1474,10153006
1475,28357366
1476,37525409
1477,19966343
1478,22386845
1479,21916267
1480,16165211
1481,18784038
1482,22743158
1483,31401281
1484,2553612
1485,6516849
1486,15332278
1487,15534698
1488,17236540
1489,2430928
1490,20375203
1491,19858800
1492,20222707
1493,22712576
1494,9637182
1495,2397127
1496,22917822
1497,32491059
1498,7419608
1499,4007910
1500,18759947
1501,9731091
1502,21113941
1503,22584206
1504,796157
1505,34058903
1506,18113938
1507,9771744
1508,18642690
1509,24723819
1510,1758284
1511,6310024
1512,9052865
1513,35382
1514,9029640
1515,24866876
1516,6310021
1517,18308462
1518,15177358
1519,21748445
1520,29366024
1521,8882129
1522,36631705
1523,35918476
1524,4584167
1525,12110311
1526,10868716
1527,26120120
1528,20228487
1529,13965922
1530,25662137
1531,8261669
1532,9792512
1533,29273429
1534,26541697
1535,19936578
1536,22135866
1537,11278028
1538,14543400
1539,4814726
1540,23834011
1541,27860303
1542,32752103
1543,7128727
1544,6086036
1545,10339968
1546,4304783
1547,22153068
1548,25722064
1549,10538902
1550,37148317
1551,1022131
1552,4362796
1553,26521677
1554,21357326
1555,24116685
1556,15943485
1557,3125050
1558,36191023
1559,29706798
1560,3696916
1561,28783553
1562,26518109
1563,3683252
1564,32698662
1565,31220288
1566,9180531
1567,29974453
1568,13589996
1569,29276575
1570,31192669
1571,5027388
1572,22220855
1573,31216405
1574,34547898
1575,20237849
1576,30418906
1577,24250253
1578,36002367
1579,7130766
1580,5436807
1581,26701563
1582,30703297
1583,13994390
1584,37244090
1585,27026296
1586,32997881
1587,20828899
1588,28895917
1589,5540330
1590,6821894
1591,24764791
1592,9501369
1593,9832946
1594,20824941
1595,25700803
1596,22475219
1597,9137939
1598,30614242
1599,27589461
1600,18690403
1601,9929895
1602,4426523
1603,26776166
1604,13668576
1605,11819892
1606,32458971
1607,11827292
1608,13067800
1609,27445161
1610,1103549
1611,12009105
1612,19065680
1613,28525432
1614,20484811
1615,24781706
1616,34602807
1617,17940354
1618,28599500
1619,10067121
1620,17067073
1621,30314481
1622,18613655
1623,33714837
1624,3916613
1625,28547642
1626,31087685
1627,32597968
1628,10616786
1629,21434533
1630,14277001
1631,16473780
1632,18537413
1633,5493711
1634,5164317
1635,16652689
1636,12171455
1637,5438486
1638,27408932
1639,31534136
1640,10726168
1641,11476865
1642,33801125
1643,1382932
1644,31488249
1645,11697838
1646,24238055
1647,6488323
1648,12957456
1649,12502675
1650,31129950
1651,15495234
1652,6526584
1653,15432146
1654,19875590
1655,32972219
1656,9128316
1657,32185486
1658,23468631
1659,20927177
1660,30715555
1661,20200020
1662,14512709
1663,22443684
1664,27730772
1665,1013728
1666,22800837
1667,30885014
1668,8765043
1669,19446381
1670,28587586
1671,28560437
1672,21828610
1673,18735471
1674,5413931
1675,16933296
1676,26391878
1677,20272665
1678,30502238
1679,10875107
1680,20964647
1681,36923837
1682,30448517
1683,26783174
1684,17980197
1685,33898777
1686,13081530
1687,19826640
1688,15162231
1689,1419918
1690,37404828
1691,25645961
1692,10579167
1693,28593718
1694,32479102
1695,53851
1696,20386137
1697,29624383
1698,7686156
1699,8823975
1700,1264856
1701,1925813
1702,35331222
1703,32485417
1704,3429538
1705,15956662
1706,13716322
1707,9848268
1708,25755668
1709,17027596
1710,11393973
1711,35685701
1712,3296028
1713,36012700
1714,29866146
1715,20286199
1716,24597762
1717,24262376
1718,28054001
1719,26476788
1720,2803940
1721,10871778
1722,29623285
1723,8165367
1724,20582201
1725,21980784
1726,28755095
1727,4058436
1728,3442978
1729,12047649
1730,1451589
1731,25899142
1732,23712887
1733,33872143
1734,34648382
1735,31654065
1736,2837052
1737,21419491
1738,996630
1739,26941926
1740,31795109
1741,22196315
1742,17572080
1743,11824517
1744,17494473
1745,36262239
1746,26732415
1747,4424142
1748,33003262
1749,4783903
1750,30433249
1751,26927524
1752,4812736
1753,25731004
1754,16336291
1755,37350386
1756,8560499
1757,10507900
1758,30817800
1759,25309843
1760,14279375
1761,22609854
1762,15057234
1763,20108458
1764,10095533
1765,22891176
1766,37484331
1767,26635775
1768,6200514
1769,8580506
1770,36299904
1771,1690331
1772,25572250
1773,34289153
1774,6077299
1775,36019233
1776,10775979
1777,33398307
1778,2197709
1779,28045746
1780,14238303
1781,26387408
1782,4166266
1783,23593285
1784,21715523
1785,25422097
1786,35183216
1787,26882422
1788,30797174
1789,23344619
1790,10343720
1791,10393670
1792,32189857
1793,36064525
1794,19812447
1795,5021296
1796,26010844
1797,8716243
1798,17055719
1799,33330083
1800,19621913
1801,36366532
1802,35051375
1803,25075161
1804,1775602
1805,16043143
1806,20697744
1807,33460640
1808,32225328
1809,29075685
1810,32086764
1811,19861525
1812,29302176
1813,32385566
1814,10511503
1815,2007395
1816,22519829
1817,25107422
1818,34586565
1819,7300632
1820,28562043
1821,14353064
1822,11865964
1823,12221254
1824,3906165
1825,16278975
1826,2597685
1827,13462393
1828,15418844
1829,35795063
1830,23539456
1831,33126588
1832,23120515
1833,8467553
1834,19610528
1835,15550022
1836,5619304
1837,2925713
1838,10570422
1839,10092619
1840,21664585
1841,28485835
1842,35579520
1843,7931416
1844,13035008
1845,37119519
1846,19341704
1847,6478949
1848,23328523
1849,15231468
1850,23578934
1851,35958854
1852,27233341
1853,16394536
1854,17710639
1855,7195586
1856,13749536
1857,30030244
1858,11255374
1859,35870663
1860,17004112
1861,36996564
1862,22418985
1863,7093459
1864,34308328
1865,30742624
1866,6041487
1867,5244856
1868,6461790
1869,16790186
1870,12577662
1871,29940204
1872,1010130
1873,27923702
1874,34071298
1875,28661933
1876,35961819
1877,25860294
1878,20660349
1879,22904392
1880,12637000
1881,35740990
1882,1937896
1883,18836327
1884,11854283
1885,26691772
1886,28017769
1887,33506470
1888,4480268
1889,37130708
1890,29032456
1891,24851156
1892,2425075
1893,25338302
1894,6489163
1895,27868424
1896,27198834
1897,25321542
1898,11310131
1899,29171202
1900,9392002
1901,35544886
1902,12044343
1903,3624112
1904,26077208
1905,21968726
1906,12824597
1907,25896066
1908,25967858
1909,9276126
1910,21082154
1911,33334936
1912,29309640
1913,24844156
1914,2152694
1915,34028307
1916,366056
1917,10610018
1918,12675361
1919,9814519
1920,15573917
1921,36003708
1922,23325145
1923,2396766
1924,2076089
1925,31512289
1926,11609996
1927,6936908
1928,17390829
1929,14556991
1930,14514489
1931,3533147
1932,25006106
1933,32565987
1934,825571
1935,34463339
1936,28123130
1937,21300363
1938,10023550
1939,21285112
1940,24982859
1941,11025003
1942,11548589
1943,33245366
1944,10579897
1945,9502219
1946,31161967
1947,20662145
1948,36626436
1949,30092213
1950,34604856
1951,9242888
1952,26067829
1953,18644660
1954,33164729
1955,33912560
1956,34981862
1957,7793098
1958,36817411
1959,10405243
1960,1734735
1961,7787233
1962,31069147
1963,3942395
1964,435325
1965,897609
1966,2271537
1967,12638822
1968,8337258
1969,28567582
1970,14061417
1971,6919119
1972,16452158
1973,10591903
1974,23657567
1975,13702357
1976,30998858
1977,7361103
1978,31660025
1979,26468295
1980,14351469
1981,36361804
1982,37630926
1983,14716636
1984,3371493
1985,29658355
1986,19392154
1987,28211635
1988,6400537
1989,12800090
1990,4733622
1991,32586415
1992,8136265
1993,29716203
1994,35051157
1995,8887154
1996,5210818
1997,4381727
1998,1001994
1999,7852975
2000,5748308
2001,10265131
2002,5197596
2003,25458460
2004,26506610
2005,8774818
2006,27892453
2007,34794361
2008,21236965
2009,34563176
2010,13984387
2011,35754293
2012,16922412
2013,12258822
2014,10107120
2015,909918
2016,5910891
2017,8919791
2018,22353295
2019,29243679
2020,10802819
2021,33521662
2022,35729172
2023,34898979
2024,12356532
2025,28625626
2026,24266193
2027,18542035
2028,32201667
2029,2873804
2030,9180568
2031,14995560
2032,1128949
2033,33147118
2034,22998527
2035,35299191
2036,14613219
2037,30659372
2038,9688005
2039,19576699
2040,830876
2041,26916146
2042,13199091
2043,36247961
2044,21577488
2045,12943606
2046,22949417
2047,2440329
2048,23729327
2049,19203531
2050,8241155
2051,25794625
2052,19236487
2053,20291647
2054,36542656
2055,34025957
2056,7584201
2057,16597140
2058,17501631
2059,35239308
2060,32813955
2061,8151977
2062,9919113
2063,32935665
2064,6680023
2065,19986783
2066,16359764
2067,11238062
2068,24295378
2069,25816753
2070,7421150
2071,12664884
2072,2869322
2073,12420245
2074,16743230
2075,26299919
2076,22696948
2077,18122409
2078,22192190
2079,22743605
2080,22228870
2081,34082411
2082,4029678
2083,24670996
2084,4511935
2085,30998371
2086,2761705
2087,22953574
2088,11959654
2089,22006922
2090,24402720
2091,8494810
2092,36764673
2093,23411273
2094,25147027
2095,31394024
2096,14568124
2097,7724142
2098,18095183
2099,17739590
2100,1216563
2101,6638310
2102,28813316
2103,24444303
2104,1736419
2105,2900685
2106,19417324
2107,894191
2108,8870170
2109,19429346
2110,18488433
2111,32686121
2112,33817718
2113,2740958
2114,21181729
2115,28864097
2116,1199494
2117,11182477
2118,26431785
2119,24352131
2120,37104150
2121,29969410
2122,19582688
2123,23573756
2124,22824310
2125,21642561
2126,4701445
2127,29354856
2128,18756178
2129,25012355
2130,7538284
2131,18903062
2132,27184214
2133,24572315
2134,11574277
2135,13570115
2136,37112038
2137,6129207
2138,34006862
2139,12974341
2140,19763748
2141,27941040
2142,1468713
2143,35377325
2144,16392030
2145,427047
2146,13085363
2147,5709111
2148,5206564
